# simulated random data file for batch processing
# timestamp: 2018-05-10 07:03:39
# LPB
# --------------

"varX","varY"
0.25601593288593,0.452868107939139
0.129620346706361,0.187716186512262
0.928656673058867,0.694207416847348
0.789194035343826,0.656597814755514
0.752537968801335,0.656908703036606
0.769212204962969,0.131680253427476
0.335821288870648,0.402712105773389
0.726760242134333,0.791848049033433
0.954192800447345,0.921155988238752
0.407701140968129,0.38848822703585
0.673345170216635,0.388592482311651
0.00162847014144063,0.24113536439836
0.333495903993025,0.808451464865357
0.524836417520419,0.166711981641129
0.50994690367952,0.656265208031982
0.855225484352559,0.454948991071433
0.687121523777023,0.496433595428243
0.648897531675175,0.0987378468271345
0.381729194661602,0.0836864195298404
0.329098216025159,0.802186760818586
0.279967752285302,0.928296365775168
0.12712313584052,0.974587246077135
0.055480157956481,0.54739513900131
0.8741089112591,0.375461288960651
0.359230623813346,0.56578924600035
0.899489880306646,0.208416836569086
0.296010952908546,0.700273998547345
0.971785385394469,0.802182799903676
0.591471206396818,0.489179475232959
0.155124133918434,0.973309062886983
0.474594412837178,0.879857214400545
0.484417991712689,0.0935363241005689
0.860898368060589,0.886461136862636
0.939926012419164,0.388301460305229
0.116456363350153,0.613018775358796
0.203340656356886,0.613743548747152
0.616416816366836,0.0111817377619445
0.0301918049808592,0.857889395905659
0.700416856445372,0.308003275189549
0.54154944117181,0.763768489705399
0.631382296094671,0.903935102745891
0.0647925906814635,NA
0.41570902033709,0.767339860321954
0.107823922066018,0.179343265015632
0.912667030701414,0.877900022314861
0.980189927387983,0.670431435806677
0.262089046183974,0.415470058796927
0.247700178064406,0.850658409995958
0.312483735848218,0.340259563177824
0.986042587319389,0.291078794980422
0.563952959375456,0.295051648980007
0.355063040740788,0.966777553083375
0.293721242109314,0.589691243832931
0.680434205802158,0.143692677142099
0.544305682415143,0.282655847026035
0.30159516306594,0.232126675546169
0.156342547852546,0.0509094125591218
0.97272436437197,0.172434558160603
0.407194387400523,0.212922595208511
0.287643626565114,0.29328902461566
0.736735331360251,0.50796226831153
0.694083908339962,0.717924529220909
0.681003967067227,0.624637651722878
0.480203131446615,0.402248601196334
0.0362685786094517,0.717413240810856
NA,0.0359440515749156
0.613579735159874,0.852232583798468
0.336589550366625,0.591808690456674
0.576527037657797,0.299805664690211
