# simulated random data file for batch processing
# timestamp: 2018-05-10 07:03:39
# LPB
# --------------

"varX","varY"
0.603360979817808,0.783927380340174
0.0908796908333898,0.744536515092477
0.313535577617586,0.137397960061207
0.744764033937827,0.816405575955287
NA,NA
NA,0.902119803242385
0.538770590675995,0.76678620534949
0.384086582111195,0.745424057822675
0.889497721102089,0.755201313411817
0.117980911862105,0.608423112425953
0.133565582800657,0.00514793652109802
0.913646289147437,0.227629215689376
0.826402629027143,NA
0.130353890825063,0.551850824616849
0.0988773321732879,0.37795232469216
