# simulated random data file for batch processing
# timestamp: 2018-05-10 07:03:39
# LPB
# --------------

"varX","varY"
0.508795025525615,0.0798481113743037
NA,0.249912921106443
0.0642925323918462,0.819285467267036
0.797356330789626,0.518749071052298
0.140419146977365,0.441240485757589
0.390672281850129,0.292873156955466
0.0872983927838504,0.580020717112347
0.330062684603035,0.338914887513965
0.469571660505608,0.937456832733005
0.192840606207028,0.333548329072073
0.895209915237501,0.201838816748932
0.666838737670332,0.500302613945678
0.0459113591350615,0.422250812174752
0.523854671511799,0.106184475589544
0.421694827731699,0.448582583107054
0.799224457703531,0.0232418465893716
0.245508219813928,0.074894386343658
0.155502312351018,0.70014960016124
0.670023063430563,0.643246763385832
0.222990321926773,0.325338916387409
0.398887731134892,0.322368721012026
0.0729444415774196,0.221632633591071
0.337720150826499,0.397439011372626
0.140998041490093,0.620243710232899
0.111776101402938,NA
0.736560495570302,0.899256456876174
0.207300928188488,0.0822518581990153
0.986058594658971,0.114661948755383
0.373020290164277,0.0160365928895772
NA,0.787344048498198
0.576039269566536,0.536044217646122
0.137988353846595,0.907362696714699
0.524340748554096,0.970756564056501
0.0214800543617457,0.55990500911139
0.693492852384225,0.653106751618907
0.438840007875115,0.884942861739546
0.942971393233165,0.884312502807006
0.542998636141419,0.343796730041504
0.033574985107407,0.488054915564135
0.905164734460413,0.112002978101373
0.550449255853891,0.617349445121363
0.156434598146006,0.46402432420291
0.0559822721406817,0.796534196939319
0.358270087977871,0.917059554252774
0.24672286817804,0.58210743078962
0.340211978880689,0.308319251751527
0.882915381109342,0.536485366988927
0.362992572132498,NA
0.312399252550676,0.734988604672253
0.635528648039326,0.585634741932154
0.227332553360611,0.0710604498162866
0.0236705557908863,0.968842794653028
0.108290206175297,0.13828383712098
0.0381060214713216,0.265400055563077
0.185865658102557,0.0443711259867996
0.810855487594381,0.0625141910277307
0.741959653096274,0.570951918838546
0.296676547499374,0.781747301574796
0.00157642085105181,0.13432253128849
0.152373781427741,0.613166454713792
0.0514607792720199,0.359885387588292
0.11397707159631,0.551166639430448
0.176469139521942,0.904756691772491
0.936313437763602,0.820449771825224
0.0784451831132174,0.336554027860984
0.0955543485470116,0.906937244348228
0.143273439491168,0.972945845685899
0.836017401888967,0.138711170293391
