# simulated random data file for batch processing
# timestamp: 2018-05-10 07:03:39
# LPB
# --------------

"varX","varY"
0.569032374070957,0.879711090121418
NA,0.211984447902068
0.0936848102137446,NA
NA,NA
0.734026257414371,0.695269429590553
0.72428297623992,0.953948847949505
0.618415240664035,0.352304107509553
0.162478115176782,0.00987832807004452
0.570228164549917,0.546683478169143
0.616731978021562,0.246185179566965
0.647380757378414,0.258350308518857
0.538941007805988,0.546976255252957
0.481713646091521,0.0449684041086584
0.708293520146981,0.508607120485976
0.842460503801703,0.621618130244315
0.805684397695586,0.827255774987862
0.782291843555868,0.416016021743417
0.75747556402348,0.0804828950203955
0.416134579805657,0.433795528952032
0.457185779465362,0.802377107553184
0.75246640574187,0.27053530770354
