# simulated random data filefor batch processing
timestamp: 2018-03-27 16:00:27
#LPB
--------------

"varX","varY"
0.3239258043468,0.325505877379328
0.941488085547462,NA
0.483489082427695,0.752915146294981
0.975737701170146,NA
0.254401587648317,0.96336684981361
0.337396459653974,0.93243103264831
0.31019802740775,0.336238173302263
0.831830911803991,0.205982849933207
0.472296303836629,0.0600831178016961
0.814824029570445,0.934147343970835
0.764909975929186,0.391435277182609
0.05701670399867,0.736419771565124
0.789236101787537,0.378716504201293
0.870084911817685,0.702471827622503
0.346295543015003,0.943452087696642
0.448079473804682,0.3321911720559
NA,0.682699387893081
0.356970493216068,0.593812076142058
0.233310118317604,0.23751258244738
0.00296068796887994,0.360210409620777
0.785272729117423,0.37582188565284
0.802035798318684,0.668447363656014
0.231284498004243,0.236228731926531
0.155027823988348,0.50562105118297
0.687628746265545,0.196172605035827
0.578622692264616,0.0682299078907818
0.0130675893742591,0.83202085387893
0.913436046568677,0.946430956479162
0.526753893122077,0.624315756838769
0.530525044770911,0.586456480203196
0.305562986759469,0.612166660139337
NA,0.21541626448743
0.873682777164504,0.0745274827349931
0.525683612562716,0.0654182790312916
0.856102123856544,0.0508090169169009
0.70648111961782,0.230895439861342
