# simulated random data filefor batch processing
timestamp: 2018-03-27 16:00:27
#LPB
--------------

"varX","varY"
0.0654960589017719,0.725636623799801
0.41710512782447,0.942468238063157
0.763404502533376,0.3945065618027
0.643858443014324,0.429966162657365
0.302115453639999,0.0434637316502631
0.0692030861973763,0.139503028010949
0.0433275457471609,0.908528898842633
0.731883516767994,0.158363867085427
0.574467903468758,0.598275449359789
0.762658550869673,0.549942030571401
0.95464484533295,0.235513596795499
0.70641661179252,0.141396816121414
0.287662491202354,0.15442703012377
0.301841861335561,0.118116240948439
0.754498927621171,0.487410380737856
0.234085214789957,0.713372839149088
0.0169832066167146,0.632394573418424
NA,0.677581355674192
0.755386575357988,0.403365873964503
0.582309641875327,0.410882555646822
0.55435596848838,0.961685114307329
0.942914569051936,0.157466985518113
0.547567182220519,NA
0.0257730670273304,0.841146357590333
0.339304562425241,0.396456803428009
0.71907113888301,0.165300451917574
0.447126054903492,NA
0.0144889003131539,0.313609298085794
0.707727588713169,0.238428740296513
0.9953932184726,0.698632672661915
0.297455306863412,0.118583025876433
0.530696493340656,0.531057749409229
0.30530257942155,0.225271095521748
0.12835780158639,0.280910296365619
0.302118750987574,0.717130519915372
0.312127390876412,NA
0.344319808995351,0.749466920038685
0.781105850124732,0.959362551104277
0.467836528085172,0.432190730469301
0.743004401912913,0.855567697668448
0.77172643551603,0.683514013653621
0.979348819237202,0.195459453156218
0.158968434669077,0.422779641579837
0.67427266901359,0.371747432742268
0.585525810718536,0.317630866309628
0.28222876554355,0.153405342018232
0.858553062658757,0.274490593932569
0.194764053216204,0.43204265111126
0.906178594566882,0.379117949400097
NA,0.0526427780278027
0.101381970336661,0.795659953961149
NA,0.740289008943364
0.303549360949546,0.267823125934228
0.13111498975195,0.720607545226812
0.742223620880395,0.288333571283147
