# simulated random data filefor batch processing
timestamp: 2018-03-27 16:00:27
#LPB
--------------

"varX","varY"
0.971931185573339,0.12612501415424
0.265315439319238,0.433760193875059
0.981677955249324,0.339021540945396
0.52701010229066,0.393620299641043
0.846432476537302,0.00483791809529066
0.773518779780716,0.15909033967182
0.950023573590443,0.303143712459132
0.378768902970478,0.945838493760675
0.49728725082241,0.734744872432202
0.294415160082281,0.34288549493067
0.898983696009964,0.98927621007897
0.858806997304782,0.493060037028044
0.602911659283563,NA
NA,0.0466172103770077
0.616365278838202,0.375998169416562
0.600152872269973,0.479394671274349
0.768037261674181,0.53775306744501
0.324416835326701,0.332504843128845
0.859544415725395,0.690860907780007
0.3407544917427,0.369579635793343
0.173426499357447,0.0951269112993032
0.428551141871139,0.543447081930935
0.895885561360046,0.189785721711814
0.304224645486102,NA
0.754388076486066,0.886961544165388
0.883281405316666,0.66415501665324
0.664765641326085,0.398810939164832
NA,0.74832950416021
0.677556728944182,0.16745852259919
0.820592250442132,0.0490613013971597
0.168424979317933,0.843162338249385
0.772204265464097,0.165258343098685
0.0139923694077879,0.785200838465244
0.21554026263766,NA
0.397992803948,0.745394546538591
0.605774274561554,NA
0.733687861124054,0.86417665053159
NA,0.205119660124183
0.708927929168567,0.314902849728242
0.506275610765442,0.293577436124906
0.522727553499863,0.060175908729434
0.640395991969854,0.0650226639118046
NA,0.414330170722678
0.00113602145574987,0.545159672386944
