# simulated random data filefor batch processing
timestamp: 2018-03-27 16:00:27
#LPB
--------------

"varX","varY"
0.0683777085505426,0.879716266412288
0.912491877563298,0.723796121310443
0.40141714294441,0.555387920234352
0.0426448148209602,0.693300392245874
0.0694373170845211,0.534495225176215
0.62951231142506,0.0987985066603869
0.199524462688714,0.185844543622807
0.843401210382581,0.0538002031389624
0.221844264771789,0.962891273666173
0.843107005348429,0.692378483479843
0.268415666650981,0.904538459610194
0.413417427800596,0.178065789863467
0.207167247543111,0.818672793917358
0.770042271818966,0.712023548781872
NA,0.76728248805739
0.33514954475686,0.395335366716608
0.607104904018342,0.430290145101026
0.877072441857308,0.103594737127423
NA,0.320274885278195
0.86957173817791,0.40972459432669
0.856022129999474,0.475244474597275
0.314345602644607,0.18887108983472
0.904995529912412,0.135795905254781
0.358597948681563,0.00513719604350626
0.136665478115901,0.825120389694348
0.93930643168278,0.561565635260195
0.564992944709957,0.113526851637289
0.438124753767624,0.206774066668004
0.170755488565192,NA
0.488732641562819,0.173537735827267
0.901215915568173,NA
0.297481199260801,NA
0.0670603411272168,0.684778529219329
0.422341257333755,0.207268671831116
0.195396060822532,0.939139725174755
0.590346916345879,0.622647488722578
0.430991410044953,0.384429171448573
0.377520680194721,0.127592191565782
0.0190670078154653,0.993922119960189
0.426863240078092,0.173246381105855
0.570264466572553,0.149095236556605
0.823781560873613,0.903014306677505
0.0183858054224402,0.499642218463123
0.183555238647386,0.459383249748498
0.466033977456391,0.344403243856505
0.343647743808106,0.922307218192145
0.172106799203902,0.124867581995204
0.933499295264482,0.173274640692398
NA,0.345400325022638
0.388733529020101,0.359939920948818
0.135381988948211,0.617977640358731
